name,hall,stand,industry,email,website,address,country,about,url
Longsys,2,2D-14,,info@demsay.com,www.demsay.com/distributor/longsys,Sahil Mah. Marmara Cad. Çayırlı Sok. No:2/1 Beylikdüzü/İSTANBUL,China,"Longsys is engaged in R&D, design, and sales of flash memory and dynamic random-access memory (DRAM). With a primary focus on storage products and applications, the company has established its core competitive strengths in areas such as firmware algorithm development, storage chip testing, integrated package design, and storage product customization.",https://sahaexpo.com/en/katilimci/longsys
LORENTIS,3,3F-02,"Design, Analysis, and Engineering Services, Aircraft and Aviation Technologies, Electronic Warfare and Directed Energy Technologies, Sensor and Sensor Systems Technologies",info@lorentismicro.com,lorentismicroelectronics.com,"Sanayi, Teknopark Blv No:1, 34906 Pendik/İstanbul",Türkiye,"Lorentis Microelectronics is a premier, innovation-driven fabless semiconductor design house dedicated to the development of indigenous, high-reliability microelectronic core technologies tailored for the most demanding environments in the aerospace, defense, and energy sectors. Operating at the forefront of the ""Lab-to-Fab"" transition, Lorentis provides comprehensive, full-stack expertise that covers the entire spectrum of FPGA and ASIC development from initial system specification and complex HDL firmware design to high-speed hardware implementation and embedded software integration. At SAHA Expo 2026, we are proud to showcase our flagship sovereign-grade products, including Dera, Turkey’s first high-speed, AI-powered interceptor target drone, which demonstrates our full-spectrum capabilities in advanced control and guidance systems for unmanned platforms. Our leadership in Electronic Warfare is represented by Dura, Turkey’s pioneering swarm drone defense system, powered by high-performance jamming and anti-jamming IP cores that ensure uninterrupted communication for friendly forces while neutralizing threats through real-time, hardware-speed signal processing. Furthermore, our commitment to space resilience is highlighted by Diren, a radiation-hardened (Rad-Hard) image processor specifically engineered for LEO satellites, designed to process high-resolution data with guaranteed hardware-level error correction under the harshest orbital conditions. By specializing in forward-looking FPGA technology and maintaining a rigorous focus on ""first-pass success"" through state-of-the-art verification methodologies, Lorentis empowers its partners to eliminate foreign dependencies and achieve true digital sovereignty across the land, air, and space domains.",https://sahaexpo.com/en/katilimci/lorentis
LP RESEARCH INC.,2,2A-07,,sales@lp-research.com,www.lp-research.com,"201 Re-Flat ,3-10-4 Motoazabu ,Minato-ku Tokyo",Japan,"The LP-Research team researches and develops sensing systems and sensor fusion solutions for VR, AR, IoT, emerging technologies, and other limitless applications. Our core hardware products are inertial measurement units (IMUs). Based on our original sensor fusion algorithms, we apply our core technology to augmented and virtual reality use cases for industrial and consumer applications. In particular, for any AR/VR application in a moving vehicle, this functionality of the in-car VR tracking system is essential to provide an immersive experience to the user. LP-Research team provides complete solutions to customers and enables them to get everything from a single supplier, including full technical support.",https://sahaexpo.com/en/katilimci/lp-research-inc
LTC İNOVASYON,5,5I-13ı,"Software and Artificial Intelligence, Industrial Production Technologies and Robotic Systems",info@ltcyazilim.com,ltcinovasyon.com.tr,Sanayi mahallesi Teknopark Bulvarı No:1 4/C Pendik İstanbul,Türkiye,"LTC Innovation Inc. is a technology company that develops intelligent solutions for industrial and social applications by combining robotics and artificial intelligence. With its proprietary software infrastructure under the Jidoka brand, humanoid robots and quadruped robots are integrated into real-world operations, taking active roles in maintenance, security, guidance, and operational processes. By adopting a hardware-agnostic AI approach, the company enhances various robotic platforms, enabling businesses to achieve higher efficiency, safety, and sustainability.",https://sahaexpo.com/en/katilimci/ltc-inovasyon
LUCAS ELEKTRİK,3,3E-18,"Electronic & Electromechanical Systems, Motor Vehicle Systems, Cabling and Power Distribution Systems, Aircraft and Aviation Technologies",info@lucaselektrik.com,lucaselektrik.com,1. Organize Sanayi Bölgesi 3. Yol No:3 54580 Arifiye / Sakarya,Türkiye,"Lucas Elektrik San. Ve Tic. A.Ş. Founded in 1982 as a joint venture between Lucas Industries Plc., Mehmet Sakallıoğlu, and Nirun Sahingiray, the company has been operating with 100% Turkish capital since 1997. Today, Lucas Elektrik A.Ş. manufactures charging alternators and starter motors for land, air, and sea platform engines at its modern production facilities, leveraging the expertise of its experienced and qualified team.",https://sahaexpo.com/en/katilimci/lucas-elektrik-sanayi-ve-ticaret-anonim-sirketi
LUDRE YAZILIM,3,3F-26,"Sensor and Sensor Systems Technologies, Testing and Certification Systems",info@ludre.com.tr,www.ludre.com.tr,dumlupınar mah. uçar sok. no 51. nuhoğlu 2. etap b blok d 16,Türkiye,"Ludre Software was founded in 2008 by Serdar Bölükbaşıoğlu with the aim of developing high-quality yet cost-effective alternatives to imported testing and measurement equipment. Since its establishment, our company has been providing solutions in compliance with international standards in the following fields: Custom Software and Engineering Solutions Electronic Circuit Design and Continuous Product Development Battery Management Systems Data Acquisition and Analysis Systems Closed Bomb Test Systems LabVIEW Software Training Industrial Lighting Systems Machine Vision Systems Bioreactor Control and Monitoring Systems In addition, our company carries out turnkey project installations, user training, and R&D activities in these fields. In line with our mission, since 2010 we have been developing our own products. Computer-based data acquisition and control systems were developed for the first time in Türkiye by our company. All stages of our projects are handled in-house, including: Design Procurement Manufacturing Software Development Training After-Sales Support To date, our company has introduced more than 20 products to the market and continues to provide sales and support services for these products. As part of the “Domestic Turbojet Engine Project” signed in 2012 between the Undersecretariat for Defence Industries and Kale R&D, our company has been supporting Kale R&D since the beginning of the project. The software and automation of the “Closed Bomb Test System” were developed and implemented at the Mechanical and Chemical Industry Corporation (MKE), delivering a high-quality system at a significantly reduced cost. In another project, our company took part as a subcontractor in TUSAŞ’s “Original Helicopter Program Generator Test Stand” project. Our company is the only firm in Türkiye that produces both industrial lighting and machine vision systems. These lighting systems are used both in our own projects and by other companies working in machine vision. Over the years, we have designed more than 100 different industrial lighting systems across numerous projects. 12 Years of Knowledge, Experience & Trust",https://sahaexpo.com/en/katilimci/ludre-yazilim
LUMISPOT,3,3F-05,Sensor and Sensor Systems Technologies,sales@lumisource.com.cn,www.lumispot-tech.com,"FLOOR 7BLDG 4 NO.99 FU RONG 3RD ROAD ,WUXI",China,"Lumispot was founded in 2010, headquartered in Wuxi, boasting a registered capital of CNY 78.55 million. The company covers ararea of approximately 14,000 square meters and is powered by a dedicated team of over 300 employees. Over the past 14 years.Lumispot has emerged as a frontrunner in the specialized field of laser information technology underpinned by a robust technicafoundation Lumispot specializes in the research and development of laser technology, providing a diverse portfolio of products. This rangeencompasses laser rangfnder modules laser designators, high-power semiconductor laser diode pumping modules, LiDAR lasersas wellas comprehensive systems incuding structured lasers, celometers, laser dazzlers. Our products find extensive applicationsacross various sectors such as defence and securty, LiDAR systems, remote sensing, beam rider guidance, industrial pumping andtechnical research. Lumispot is recognized as a Notional High-tech Enterprise and a National Innovation Enterprise, a testamentto our commitmentto inovation and excellence. The company has obtained international certifcations such as ISO9000, CE, FDA, and RoHS, and inpossession of over 170 patents, which is furtherevidenced marking oursignifcant contributions to the field of lasertechnologx. Lumispot places great emphasis on building an international brand. Client' s trustis the greatest driving force behind our progressLumispot will continue to provide professional products and with an innovative spirit, serving every customer wordwide.",https://sahaexpo.com/en/katilimci/lumispot
LUTRON,7,7C-06,,sales@lutroninstruments.eu,www.lutron.com.tw,"103, Tayvan, Taipei City, Datong District, Minquan W Rd, 106",Taipei,"Lutron Electronic Enterprise (路昌電子企業股份有限公司) was established in 1976 and has been the Taiwan's leading manufacturer in the fields of Test & Measurement Instruments for more than 40 years. Nowadays, there are about 120 employees in our company, and the factory's building size is around 6,410 square meters / 69,000 feet. We have devoted ourself to launch the most comprehensive and professional instruments to the markets, and almost 95% of our products are exported to over 80 countries in the world. Therefore, Lutron Electronic Enterprise (路昌電子企業股份有限公司) has won an excellent global reputation via its high quality products and remarkable R&D ability. Being an ISO 9001 certified manufacturer, you can be confident that all of our products will meet or exceed your quality requirements. In order to provide the most competitive pricing, we have set up our SMT manufacturing facility to produce top-quality, well-designed and economical products. We have also kept on expanding our product lines to serve customers' needs, so we invest a lot of time and cost in R&D to reform and develop new products every year. Furthermore, we always share the fruitful development results with our customers, and provide them 100% technique support to solve the problems. Just as usual, we have been developing many new marvelous products for you, please feel free to contact us if any of them interest you.",https://sahaexpo.com/en/katilimci/lutron
LUXONDES,8,8I-16,,contact@luxondes.com,luxondes.com,Zone EuroLys – Av. de l’Europe 59280 Armentières France,France,"Luxondes imagines, develops and manufactures, real-time measurement and visualization tools for electromagnetic fields, making the scientific message accessible around the treatment and analysis of electromagnetic waves",https://sahaexpo.com/en/katilimci/luxondes
MABAYCO,4,4F-17,"Aircraft and Aviation Technologies, Painting and Coating Technologies, Space Technologies and Satellite Systems, Missile and Rocket Systems",info@mabayco.com,www.mabayco.com,"19 Mayıs Mah. Yamaç Sk. VERA Plaza No:3 Kat:2 İç kapı No:3, 34736 Kadıköy/İstanbul/Türkiye",Türkiye,"MABAYCO provides sales and marketing services for chemicals, components, and spare parts within the defence, aerospace, and industrial sectors. Through our collaborations with domestic and international partners, we maintain an extensive product portfolio. We offer the advantage of procuring a diverse range of product groups from a single source—directly, cost-effectively, and in full compliance with defence industry quality standards. In recent years, we have been continuously evolving to provide superior solutions that meet the ever-changing and expanding needs of our clients, striving to be their primary choice whenever they seek a reliable partner. As MABAYCO, we provide our products and services not only within the borders of Turkey but also across various regions, including the Balkans, the Middle East, North Africa, and the Turkic Republics, leveraging the strategic advantages of our geopolitical location.",https://sahaexpo.com/en/katilimci/mabayco
MAC Panel,5,5J-03b,,sales@enox.com.tr,enox.com.tr/solution-partners/macpanel,"551 W Fairfield Rd, High Point, NC 27263, Amerika Birleşik Devletleri",States,"MAC Panel™ is a world leader in innovative, high-performance, value-adding connectivity solutions. As an innovator in the field of high-performance connectivity for automated test applications, they have been successful in reducing the overall cost of tests for their customers. MAC Panels advanced mass interconnect solutions have had outstanding success with major government defense contracts as well as with leading automobile, commercial aerospace, and biomedical programs. Whenever customers are building critical test equipment, our high reliability, high performance, modular, and scalable solutions have been an integral part of a successful test strategy.The company provides modular interconnection products for an enormous range of customer requirements. These range from an Apex connector with a few low-current signal connections to large multi-tier systems accommodating thousands of different signals which can include a diverse combination of low and high current, RF, pneumatics, and thermocouple measurements.",https://sahaexpo.com/en/katilimci/mac-panel
MACCAFERRI,1,1C-14d,"Energetic Materials and Plasma Technologies, Machinery and Other Manufacturing Equipment, Engineering and Technical Consultancy Services",info.hq@maccaferri.com,www.maccaferri.com,"Sahrayıcedid Mahallesi Atatürk Caddesi Kaptan Metin İş Merkezi No: 51 Kat: 4, 34734 Kadıköy/İstanbul",Italy,"Maccaferri is a global leader in civil and environmental engineering, with a presence in more than 120 countries. Over 140 years’ experience in the production of gabions has led to our EBS MAC Expeditionary Barriers, providing superior force protection and one of our proven Defence & Security products. EBS MAC is a defensive barrier system, made from geotextile lined welded steel mesh in a range of standard NATO/US DoD sizes and uses include perimeter security, ballistic protection, hostile vehicle mitigation and camp construction. Recent developments include our MAC DroNet systems; lightweight and heavy duty anti-drone protection nets. Maccaferri make a wide range of products for defence and security applications including sangars, guard posts and bunkers;  flood barriers and coastal protection; MacSafe HVM protection;  shooting ranges and CQB training areas. EBS MAC and associated protection systems are ideal for the energy sectors, oil and gas industries and mining operations and expedient systems have been supplied in many areas including Ukraine.",https://sahaexpo.com/en/katilimci/maccaferri
MACHINA,5,5K-06b,"Design, Analysis, and Engineering Services, Material and Material Shaping Technologies",info@machina.com.tr,www.machina3d.com,Rüzgarlıbahçe Mah. Kumlu Sk. No: 2/1 Beykoz/İstanbul,Türkiye,"Machina is an advanced manufacturing and engineering company based in Istanbul, integrating next-generation technologies into traditional production processes. By combining deep expertise in algorithmic design, engineering simulation, and additive manufacturing, Machina delivers sustainable, efficient, and human-centered solutions for both serial and small-batch production. High-precision aluminum casting supported by 3D sand printing and process simulation; metal additive manufacturing guided by an end-to-end engineering approach from design to finished part; and CNC machining that completes the precision finishing of components produced through these methods — these form the company's core activities. In addition, lightweighting through topology optimization, computational design, and engineering simulation are also among the services offered. Machina's vision is to become a pioneering technology company that redefines traditional manufacturing — developing globally impactful, low-carbon, and sustainable production models for the industries of tomorrow.",https://sahaexpo.com/en/katilimci/machina
MACO MAKİNA,2,2D-01h,"Material and Material Shaping Technologies, Weapons and Ammunitions, Aircraft and Aviation Technologies",info@macomakina.com.tr,www.macomakina.com.tr,Hürriyet mahallesi Dr cemil bengü cad 24/a Kağıthane,Türkiye,"Manufacturing of helicopter landing pads, gun towers, aluminum towers, etc., welding and processing technologies. Aluminum heat treatment, oil filtration systems.",https://sahaexpo.com/en/katilimci/maco-makina
MAFLOW,5,5I-21,,hola@maflow.com,maflow.es,"Maflow Spain Automotive Polígono Industrial de Guarnizo, plot nº 50. 39611 - Guarnizo / CANTABRIA",Italy,"Maflow Spain Automotive S.L comenzó a operar en Cantabria en Diciembre de 1994 bajo el nombre de Dinaflex. Posteriormente pasó a llamarse Manuli Autoibérica S.L y en la actualidad forma parte del Grupo Internacional Maflow-Boryszew, líder a nivel mundial en la fabricación de Tubería de Aire Acondicionado y distribución de productos Líquidos para Automoción marca Borygo.",https://sahaexpo.com/en/katilimci/maflow
MAK MEOS,7,7A-12,"Weapons and Ammunitions, Information Technologies, Electronic & Electromechanical Systems, Electronic Warfare and Directed Energy Technologies, Software and Artificial Intelligence, Unmanned Systems, Wearable Material Technologies",ugur@mak.ag,www.makmeos.com.tr,KUŞCAĞIZ MAHALLESİ ESENLER SOKAK NO : 53/A KEÇİÖREN / ANKARA,Türkiye,"Since our inception, our main goal has been to provide the highest quality products at the most competitive prices to both individual and corporate clients. We are working tirelessly to expand our product range and ensure our customers have even better experiences. We aim to serve our customers with products such as tactical weapon scopes, binoculars, weapon and rifle ammunition, software systems, outdoor and military boots, and shoes.",https://sahaexpo.com/en/katilimci/mak-meos
MAKEL MEKANİK,8,8H-15a,Material and Material Shaping Technologies,info@makelgroup.com,www.makelgroup.com,Tuzla Deri OSB Mahallesi Lazer Sokak(9. A Yol) No:3 34956 Tuzla / İstanbul,Türkiye,"SUPROBOX stands out as a leading design, engineering, and manufacturing company dedicated to creating the highest quality transport and storage cases. With our expertise, we provide innovative solutions that ensure the safe handling, transportation, and storage of sensitive equipment, even in the most demanding environments. With 25 years of experience, SUPROBOX provides a comprehensive service that includes manufacturing, customisation, and interior design. Our sales team and design engineers collaborate, from selecting the right products and materials, to creating the perfect solution. Providing more than 600 different case sizes, SUPROBOX boasts one of the broadest product ranges in the market. Our design engineers are constantly developing and expanding the SUPROBOX product line. Our sales team and extensive commercial channel, altogether ensure that SUPROBOX products are readily accessible worldwide.",https://sahaexpo.com/en/katilimci/makel-mekanik-muhendislik-as
MAKİM,7,7A-03,Machinery and Other Manufacturing Equipment,makim@makim.com.tr,makim.com.tr,HAB OSB Mahallesi G5 cadde No:4 06980 Kahramankazan/ANKARA,Türkiye,"Makim is an investment casting manufacturer producing high-quality metal components for various industrial applications. With an annual casting capacity of 2,000 tons, Makim works with carbon steels, alloy steels, stainless steels, cobalt and nickel based alloys. The company is capable of producing parts ranging from 5 grams to 20 kilograms, with a maximum dimension of 400 mm. In addition to casting, Makim offers in-house tool manufacturing, machining, non-destructive testing, heat treatment, and surface finishing processes, providing complete turnkey solutions to its customers. With strong engineering capabilities and a customer-oriented approach, Makim delivers reliable and sustainable solutions from prototype to serial production.",https://sahaexpo.com/en/katilimci/makim
MAKNER,4,4E-26,"Electronic & Electromechanical Systems, Aircraft and Aviation Technologies, Space Technologies and Satellite Systems, Propulsion and Power Systems, Design, Analysis, and Engineering Services",info@maknerteknoloji.com,maknerteknoloji.com,Muradiye Mah. Celal Bayar Üniversitesi Kampüsü Küme Evler Tekno Kent No:22 Yunusemre / MANİSA,Türkiye,"Makner’s mission is to lead the electric motor industry by providing cutting-edge solutions for Defence Industry, Electric Vehicles, Robotics, Medical, and Industrial sectors. We strive to revolutionize these industries with our advanced BLDC & PMSM motors, PM generators, and Composite Systems products, contributing to a sustainable and efficient future.",https://sahaexpo.com/en/katilimci/makner
MANKIEWICZ,3,3E-22,,info@mankiewicz.com,www.mankiewicz.com,Georg-Wilhelm-Strasse 189 21107 Hamburg / Germany,Germany,"More than 125 years of innovation have made us one of the world's leading manufacturers of high-quality coating solutions for industrial series production in the general industry, aviation and automotive sectors. Today, more than 1,800 employees ensure that coating ideas of the future are implemented worldwide to maintain the value of consumer and capital goods in the long term. Our products are characterized by top quality and continuous proximity to the market.",https://sahaexpo.com/en/katilimci/mankiewicz
MANULI HYDRAULICS,5,5I-21,,info@manuli-hydraulics.com,www.manuli-hydraulics.com,"Via L. Bizzarri, 19, 40012 Calderara di Reno (BO), Italy",Italy,"Dedicated to the goal of continuous improvement, all research and development activities are based at the Manuli Ryco Innovation Centre (MRIC) in Bologna (Italy) which also oversees the R&D centres in France, Poland, China and India.",https://sahaexpo.com/en/katilimci/manuli-hydraulics
MAPSİS,2,2D-01e,Material and Material Shaping Technologies,info@mapsismetal.com,www.mapsismetal.com,Köseler mh. KOBİ OSB Cadde:18 No:35 İdari bina,Türkiye,"Mapsis Metal serves as a “solution partner” for companies in the aerospace sector, meeting their mechanical processing needs through its experienced and expert staff, world-class standards, and a precise OEM product philosophy. With an organizational structure focused on on-time delivery and reliable quality-price optimization, the company supplies 5xxx, 6xxx, and 7xxx series aluminum alloys. Products are manufactured as required from extruded and/or sheet alloys; these include seat and galley products for cabin interior design in the aviation industry, cabin interior equipment components for the marine and yacht sectors, and custom application parts tailored to specific designs.",https://sahaexpo.com/en/katilimci/mapsis
MARKI MICROWAWE,2,2C-03,,sales@rfmw.com,markimicrowave.com,"345 Digital Drive Morgan Hill, CA 95037 USA",States,"For over 30 years, we’ve solved the industry’s toughest technical problems by creating a robust portfolio of performance shattering RF and microwave components. Founded in 1991 with the goal of developing the best mixers in the industry, today Marki Microwave is a single source for high performance, broadband microwave products. We support multiple form factors including die, surface mount, and connectorized solutions for the entire RF block diagram from DC to sub-THz frequencies. Inventing leading-edge products and focusing on key technical challenges that face the evolving RF and microwave industry have been the cornerstones of our success. Innovation and creativity are part of our DNA, propelling us forward as we continue to challenge the status quo.",https://sahaexpo.com/en/katilimci/marki-microwawe
MARS RF,3,3G-24,"Communication, Command Control, and Information Technologies, Electronic & Electromechanical Systems, Unmanned Systems, Vehicle-Mounted Equipment Systems, Electronic Warfare and Directed Energy Technologies",info@marsrf.com,www.marsrf.com,"No. 1, 3rd Floor, Unit 1, Building 28, Jingye Road 108, Qingyang District, Chengdu, Sichuan, China, 610014",China,"Mars RF is the leading manufacturer focused on designing and production RF power amplifiers and all kinds of assemblies. The excellent technical abilities and design experience gained through over 20 years has allowed Mars RF to supply many critical solutions for EW, Radar, Communications, Test and Measurements applications. Mars RF owns a 45,000 square meters production base located in Chengdu, a Microwave Silicon Valley of China. Our main products include RF power amplifiers from 1.5MHz to 46GHz with output power levels up to 2500 Watt, and EW system including Anti-drone System, Doppler Radar, Mesh System. Based on our outstanding technology and production capability, we will continue to develop cutting-edge microwave RF solutions to meet the ever-changing challenges in the defence field.",https://sahaexpo.com/en/katilimci/mars-rf
MARTENSİT,5,5K-11j,Material and Material Shaping Technologies,info@martensitrd.com,www.martensitrd.com,"İvedik OSB, Melih Gökçek Blv. no:73, 06378 Yenimahalle/Ankara",Türkiye,"Martensit is a technology company that designs and manufactures mission-critical metal components for advanced engineering applications, primarily in the defence and aerospace sectors. Through its proprietary monoblock manufacturing technologies, the company is able to produce complex-geometry parts requiring high strength and high-temperature resistance as single-piece components. Martensit’s production approach provides platform manufacturers with cost advantages, supply security, and scalable serial production, contributing to enhanced performance and reliability in defence systems. High-precision metal components developed for defence, missile and rocket systems, aerospace applications, and land platforms are sustainably produced through domestic engineering capabilities.",https://sahaexpo.com/en/katilimci/martensit
MARVIN TEST SOLUTIONS,2,2D-08,,sales@marvintest.com,www.marvintest.com,"1770 Kettering Street Irvine, California 92614 USA",States,"At Marvin Test Solutions, we make test easy for military, aerospace, and manufacturing organizations by creating innovative test solutions that increase performance, decrease footprint and energy consumption, while providing unrivaled long-term support. Marvin Test Solutions, a vertically integrated aerospace test and measurement company, has designed and delivered innovative, feature-rich solutions for the world’s leading military, aerospace, and manufacturing organizations since 1988. As a member of the Marvin Group, an award-winning aerospace group with more than 60 years of experience in the defence and commercial aerospace industries, Marvin Test Solutions has test systems deployed worldwide in support of most of the major military aircraft and munitions in use around the world. Our deployed test solutions support the maintenance and sustainment of military aircraft including the F-35, F-15, F-16, F-18, TA-50, FA-50, F-5, Hawk, RPAs, and their associated precision-guided munitions. In addition, our solutions are deployed in the commercial aircraft, transportation, space, and semiconductor manufacturing markets.",https://sahaexpo.com/en/katilimci/marvin-test-solutions
MASAD,1,1B-12,,mic@mic-sd.com,www.idef-mic.com,Sudan-Khartoum North,Sudan,"At Defence Industries System (MASAD), we believe that ""our industry is our defence, but peace is our own choice."" Established to strengthen Sudan's national sovereignty and self-reliance.",https://sahaexpo.com/en/katilimci/masad
MASKCARBON,3,3G-20,"Wearable Material Technologies, Composite Material Technologies",krishu@sxxhcl.net.cn,www.maskcarbon.com,71/XINLAN ROAD/TAIYUAN/SHANXI/CHINA,China,"Shanxi Xinhua Anti-chemical Equipment Research Institute Co., Ltd. (hereinafter referred to as ""Anti-chemical Equipment Research Institute"") is affiliated to China National Arms Industry Corporation. It is located in Jiantangquan District, Taiyuan City, Shanxi Province. It is one of the 156 key projects built by the former Soviet Union during the ""First Five-Year Plan"" period; it was established in 1953 and put into operation in 1958. In 2003, it implemented the separation of military and civilian products and changed from the ""factory system"" to the ""company system"", and registered as Shanxi Xinhua Chemical Co., Ltd. In 2016, it carried out capital operation and asset reorganization with Beihua Co., Ltd. (a listed company), and officially became a listed company in 2017. In 2020, at the request of China National Arms Industry Corporation, it was officially renamed as Shanxi Xinhua Anti-chemical Equipment Research Institute Co., Ltd. The Anti-chemical Equipment Research Institute covers an area of 1150,000 square meters and has nearly 2,000 employees. It is the only ""double guarantee military"" unit in China that retains military product research and production capabilities. It is a key enterprise in national anti-chemical equipment research and manufacturing. It has the National Mobilization Center for Anti-toxic Masks and Collective Protective Equipment, the National First-Class Metrology Station of Defense Science and Technology Industry, ""National Enterprise Technology Center"", ""National Doctoral Postgraduate Research Station"", ""Academician Workstation"", and is the only emergency industry key enterprise in Shanxi Province. It is the drafter of the national standard for activated carbon and is among the top 500 chemical enterprises and the top 50 in the labor protection and protection industry in China, and a 3A-level credit enterprise. In recent years, the company has focused on scientific and technological innovation as the core driving force, concentrated on the construction of the anti-chemical equipment research system, technical research system and measurement and detection system, and has continuously advanced towards a high-tech enterprise.",https://sahaexpo.com/en/katilimci/maskcarbon
MASTTECH,4,4E-11,"Electronic & Electromechanical Systems, Design, Analysis, and Engineering Services, Vehicle-Mounted Equipment Systems",info@masttech.com,www.masttech.com,"Ahi Evran OSB Mahallesi, Nahcivan Caddesi, No: 8/2, Sincan, Ankara",Türkiye,"Masttech was established to develop telescopic mast systems and related integration subsystems, as well as to manufacture over 300 existing designs. Our factory also produces lighting systems, carrier platforms, semi-trailers, blackout systems, and electronic control units.",https://sahaexpo.com/en/katilimci/masttech
MATEC,4,4F-03,"Cabling and Power Distribution Systems, Missile and Rocket Systems, Sensor and Sensor Systems Technologies, Design, Analysis, and Engineering Services",info@matecelectronics.com,www.matecelectronics.com,MASLAK MH. AHİ EVRAN CD. POLARİS PLAZA NO:21/24 SARIYER / İSTANBUL,Türkiye,"MATEC Electronics is an authorized and leading distributor, that specializes on the design and custom-engineered connectors, cables and electronic interconnect solutions for Military-Aerospace, Industry and Telecom market fields. MATEC’s deep technical and commercial knowledge on it's concentrated product portfolio has made the company the chosen distributor of the customers in the region it serves, Turkey, Middle East, Africa, Eastern Europe. MATEC Electronics mainly distributes the products of world’s leading interconnect manufacturers, Amphenol, Smiths Interconnect, HellermannTyton, Durabook, Rennsteig. The company provides not only sales channel, but also give services to it's valuable customers with highly experienced field application engineers and inside customer services. In addition to this large product portfolio MATEC Electronics also represents the companies Uavionix, iiM AG, Tyto Robotics, Altran Magnetics.",https://sahaexpo.com/en/katilimci/matec
Materialise,7,7A-15,,software@materialise.be,www.materialise.com,Technologielaan 15 3001 Leuven Belçika,Belgium,"When 3D printing technology meets the right application, it has the potential to bring significant value. Add the right partner, and it can transform entire industries. Together we can go further.",https://sahaexpo.com/en/katilimci/materialise
MATRIX PRO SIMS,1,1C-16a,"Software and Artificial Intelligence, Simulators and Trainer Systems",,"The Hermitage, 45 Church Street Epsom, Surrey KT17 4PW United Kingdom",,Kingdom,"Matrix Pro Sims is the undisputed world-leading publisher of COTS professional digital wargames. Matrix Pro Sims, as the brand for Slitherine Software UK Ltd; Slitherine Corporation (USA) and Matrix Games LLC, provides a very specialist focus on highly detailed strategy videogames and wargames to the defense community. With offices in the US, UK, Poland and Italy, Matrix Pro Sims brings cutting-edge wargame titles like Command Modern Operations, Combat Mission and Flashpoint Campaigns to professional defense customers. These wargames bring new capabilities to military training, education and analysis sectors, becoming benchmarks that are leading a rapidly expanding and disruptive business unit with over 150 clients in over 22 countries, including the US DOD, UK MOD, Australian DOD, NATO and many others.",https://sahaexpo.com/en/katilimci/matrix-pro-sims
MATURO,3,3B-15,,ida@ida-test.com,www.ida-test.com/markalar/maturo,"Am Kalvarienberg 24, 92536 Pfreimd",Germany,,https://sahaexpo.com/en/katilimci/maturo
Max Echo,2,2D-14,,info@demsay.com,www.demsay.com/distributor/max-echo,Sahil Mah. Marmara Cad. Çayırlı Sok. No:2/1 Beylikdüzü/İSTANBUL,Taipei,"Max Echo Technology Corp. was founded in 1992 in Taichung, Taiwan, and has been operating in the field of passive electronic components for over 30 years. By combining multilayer printing, low-temperature co-firing, and precision winding technologies, the company manufactures high-quality SMD inductors, ferrite rings, wireless charging coils, and NFC components. Max Echo’s products are used in various application areas, including automotive, industrial automation, energy management, consumer electronics, and medical devices. The company holds IATF 16949 quality management system certification and manages all production processes in accordance with these standards. With its customer-focused approach and commitment to continuous innovation, Max Echo aims for sustainable growth in the passive electronic components market.",https://sahaexpo.com/en/katilimci/max-echo
MAXBOTIX,2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/maxbotix,ÖZDİSAN-TÜRKİYE,Türkiye,"MaxBotix Inc., 2004 yılında Minnesota, ABD'de kurulmuş olup, ultrasonik sensör teknolojileri alanında lider bir geliştirici ve üreticidir. Şirket; endüstriyel otomasyon, robotik, sıvı seviye kontrolü gibi çeşitli uygulamalara yönelik, korumalı ve her türlü hava koşuluna uygun 70'ten fazla standart sensör sunmaktadır. Yenilikçi çözümler ve müşteri odaklı hizmet anlayışıyla MaxBotix, ultrasonik algılama alanında güvenilir bir iş ortağı olarak konumlanmaktadır.",https://sahaexpo.com/en/katilimci/maxbotix
MAZAKA,7,7B-02,"Electronic & Electromechanical Systems, Digital Transformation and Automation Technologies, Industrial Production Technologies and Robotic Systems, Material and Material Shaping Technologies, Design, Analysis, and Engineering Services",bilgi@mazaka.com.tr,www.mazaka.com.tr,İvedik OSB. mah. 1434. cad. No: 5 Yenimahalle/ANKARA,Türkiye,"Mazaka Industrial Products Industry, Trade and Technology Inc. has been delivering high value-added solutions to various industries since 2004 by integrating its R&D, engineering, and manufacturing capabilities. The company operates across a wide range of application areas, primarily including defence, control and automation systems, medical devices, and home-office technologies. Mazaka systematically analyzes customer requirements and manages the entire process from project planning and design validation to mass production. During product development, functional requirements, quality standards, and cost optimization are addressed simultaneously, enabling the delivery of sustainable, competitive, and practical solutions. For projects with completed designs, production planning, supply chain management, manufacturing, and assembly processes are executed efficiently and under strict control within our modern facilities. In mechanical part manufacturing, appropriate production methods are selected in accordance with technical drawings and specifications, ensuring full compliance with tolerance, material, and surface quality requirements. During assembly processes, mechanical subcomponents are integrated based on correct configuration and functionality, while cabling and electronic unit assemblies for electronic systems are carried out in full compliance with project documentation and technical specifications. Mazaka combines engineering expertise with strong manufacturing capabilities to serve as a reliable solution partner, delivering scalable, dependable, and technically validated solutions to its customers.",https://sahaexpo.com/en/katilimci/mazaka
